state,district,latitude,longitude,soil_type,ph,nitrogen,phosphorus,potassium,organic_carbon,electrical_conductivity,moisture_content,temperature,Cropping_Season,Crop,Months,Rainfall,Humidity,Solar_Radiation,Wind_Speed,Soil_Fertility_Index,Water_Holding_Capacity,Micronutrients_Zinc,Micronutrients_Iron,Micronutrients_Boron,Historical_Yield,Pest_Disease_Incidence,Irrigation_Type,Market_Price,Fertilizer_Usage,Crop_Variety,NDVI
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Barley,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,3888.1,9.4,Rainfed,25.19,86.7,RD2503,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Barley,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5007.1,6.4,Rainfed,25.19,236.1,RD2552,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Mustard,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5423.3,4.4,Flood,21.51,260.3,Pusa Bold,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Mustard,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,4410.7,5.0,Drip,21.51,183.8,Varuna,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Gram,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5698.1,8.1,Flood,25.64,45.1,JG11,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Gram,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,2286.3,5.3,Rainfed,25.64,299.3,JG14,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Lentils,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,1511.4,7.9,Sprinkler,24.09,92.5,PL406,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Rabi,Lentils,"10,11,12,1,2,3,4",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,2274.8,2.2,Flood,24.09,290.0,DPL62,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Watermelon,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5805.6,4.6,Flood,21.95,92.5,Sugar Baby,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Watermelon,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5753.0,9.9,Rainfed,21.95,119.4,Arka Manik,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Sunflower,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,2457.7,3.6,Sprinkler,24.79,131.5,TNAUSUF7,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Sunflower,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,1844.2,9.5,Sprinkler,24.79,121.4,PSH1967,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Cucumber,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5157.2,3.5,Drip,31.56,89.3,Pusa Sanyog,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Cucumber,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5454.8,1.9,Drip,31.56,82.8,Swarn Ageti,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Pumpkin,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,5876.7,5.8,Rainfed,26.32,191.5,Arka Chandan,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Pumpkin,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,3857.3,8.9,Rainfed,26.32,205.8,Pusa Vishwas,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Muskmelon,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,4195.6,6.5,Drip,20.77,105.2,Hara Madhu,0.89
Tamil Nadu,Vellore,17.673882256514705,70.67524939312163,Loamy,7.13,300.1,24.5,139.1,1.05,0.74,36.3,18.9,Zaid,Muskmelon,"3,4,5,6",17.0,77.8,18.92,19.0,Medium,26.2,1.3,12.67,1.04,1071.9,2.1,Sprinkler,20.77,247.8,Pusa Madhuras,0.89
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Rice,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5244.0,9.5,Drip,4400.0,45.6,IR64,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Rice,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,4182.7,3.8,Sprinkler,4400.0,62.7,Basmati 1121,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Rice,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3044.3,5.9,Flood,4400.0,91.1,Swarna,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Rice,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2111.1,6.3,Flood,4400.0,206.7,MTU1010,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Maize,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5020.2,8.8,Sprinkler,21.48,259.8,HQPM1,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Maize,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2017.6,8.5,Rainfed,21.48,293.0,DHM117,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Maize,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2768.6,8.0,Drip,21.48,50.7,Suwan-1,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Cotton,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3882.9,7.7,Sprinkler,63.22,295.9,Bunny Bt,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Cotton,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,4075.8,6.5,Flood,63.22,135.6,RCH 134,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Cotton,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3123.5,5.1,Flood,63.22,152.5,LRA 5166,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Soybean,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3635.7,2.9,Rainfed,29.89,242.0,JS-335,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Soybean,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3380.0,1.5,Sprinkler,29.89,88.1,MAUS-2,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Groundnut,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,4920.6,7.6,Sprinkler,25.09,94.9,TMV7,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Kharif,Groundnut,"6,7,8,9,10",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5853.5,1.2,Drip,25.09,137.0,JL24,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Wheat,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5191.4,2.5,Sprinkler,2550.0,189.5,HD2967,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Wheat,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,4132.3,9.5,Flood,2550.0,160.6,PBW343,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Wheat,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,4150.8,5.1,Flood,2550.0,136.5,Lok1,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Barley,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3506.9,1.2,Flood,20.33,137.8,RD2503,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Barley,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2580.0,2.5,Sprinkler,20.33,95.5,RD2552,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Mustard,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3375.8,5.9,Flood,5950.0,259.1,Pusa Bold,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Mustard,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3503.1,8.0,Rainfed,5950.0,233.2,Varuna,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Gram,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5302.1,6.1,Flood,29.15,104.3,JG11,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Gram,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5479.4,5.2,Sprinkler,29.15,76.6,JG14,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Lentils,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2611.3,7.7,Flood,23.47,138.9,PL406,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Rabi,Lentils,"10,11,12,1,2,3,4",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5803.7,5.4,Flood,23.47,177.3,DPL62,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Watermelon,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5886.2,7.5,Sprinkler,25.59,201.5,Sugar Baby,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Watermelon,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,4726.1,2.9,Sprinkler,25.59,40.6,Arka Manik,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Sunflower,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3834.7,9.7,Sprinkler,24.91,118.1,TNAUSUF7,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Sunflower,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5244.4,7.9,Drip,24.91,169.7,PSH1967,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Cucumber,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2326.7,4.2,Flood,20.11,86.6,Pusa Sanyog,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Cucumber,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,1090.1,9.1,Sprinkler,20.11,72.3,Swarn Ageti,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Pumpkin,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,3328.6,2.9,Rainfed,1500.0,263.0,Arka Chandan,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Pumpkin,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,1472.5,4.5,Drip,1500.0,250.2,Pusa Vishwas,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Muskmelon,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,5080.8,1.3,Drip,25.88,250.6,Hara Madhu,0.659
West Bengal,Kolkata,22.57,88.36,Saline,7.84,135.5,29.5,138.4,1.15,1.33,15.8,26.7,Zaid,Muskmelon,"3,4,5,6",32.0,44.2,22.89,7.5,Medium,23.5,1.04,8.5,0.46,2431.9,3.0,Sprinkler,25.88,177.8,Pusa Madhuras,0.659
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Rice,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2360.7,6.1,Sprinkler,4400.0,132.4,IR64,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Rice,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2063.8,9.3,Rainfed,4400.0,242.9,Basmati 1121,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Rice,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,4967.7,9.2,Rainfed,4400.0,238.3,Swarna,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Rice,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2247.1,6.2,Sprinkler,4400.0,259.8,MTU1010,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Maize,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,3392.4,3.1,Drip,18.16,216.6,HQPM1,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Maize,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2878.8,9.6,Flood,18.16,187.5,DHM117,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Maize,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1028.2,6.0,Drip,18.16,295.5,Suwan-1,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Cotton,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,3750.1,7.1,Flood,56.61,222.8,Bunny Bt,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Cotton,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,5232.1,4.3,Flood,56.61,56.6,RCH 134,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Cotton,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1983.4,9.5,Rainfed,56.61,221.5,LRA 5166,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Soybean,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,4629.7,5.4,Drip,36.93,62.8,JS-335,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Soybean,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,4833.7,7.4,Flood,36.93,290.8,MAUS-2,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Groundnut,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2909.2,8.4,Flood,23.12,295.2,TMV7,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Kharif,Groundnut,"6,7,8,9,10",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,3098.5,8.6,Drip,23.12,129.7,JL24,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Wheat,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,5516.2,4.1,Sprinkler,2550.0,291.0,HD2967,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Wheat,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1889.8,9.6,Flood,2550.0,158.4,PBW343,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Wheat,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,4293.9,5.9,Sprinkler,2550.0,287.4,Lok1,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Barley,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2867.0,3.6,Drip,30.5,134.5,RD2503,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Barley,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1514.2,5.4,Sprinkler,30.5,277.5,RD2552,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Mustard,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,3366.4,6.8,Rainfed,5950.0,68.1,Pusa Bold,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Mustard,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1551.6,6.4,Drip,5950.0,42.9,Varuna,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Gram,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,5624.6,1.8,Rainfed,25.66,160.8,JG11,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Gram,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1679.6,6.3,Flood,25.66,129.1,JG14,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Lentils,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,3787.0,7.9,Sprinkler,29.75,252.4,PL406,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Rabi,Lentils,"10,11,12,1,2,3,4",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1720.8,3.3,Rainfed,29.75,272.5,DPL62,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Watermelon,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,5048.7,7.4,Sprinkler,26.37,275.9,Sugar Baby,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Watermelon,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,5594.8,7.3,Flood,26.37,279.3,Arka Manik,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Sunflower,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,4543.1,3.0,Sprinkler,29.74,103.4,TNAUSUF7,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Sunflower,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2171.5,8.7,Flood,29.74,168.5,PSH1967,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Cucumber,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1990.9,2.2,Flood,27.78,198.2,Pusa Sanyog,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Cucumber,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,4628.2,6.3,Drip,27.78,173.6,Swarn Ageti,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Pumpkin,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,1340.3,3.6,Rainfed,1500.0,262.0,Arka Chandan,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Pumpkin,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,2004.5,7.5,Rainfed,1500.0,256.6,Pusa Vishwas,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Muskmelon,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,3217.8,6.0,Drip,27.78,40.8,Hara Madhu,0.509
West Bengal,Howrah,22.59,88.31,Alluvial,6.82,145.7,19.4,168.7,1.06,1.54,21.5,21.6,Zaid,Muskmelon,"3,4,5,6",43.8,68.1,22.63,3.5,Medium,22.2,1.85,7.99,1.42,5336.2,8.7,Flood,27.78,94.7,Pusa Madhuras,0.509
West Bengal,Siliguri,26.71,88.45,Sandy,7.65,227.2,28.1,212.5,1.01,1.22,16.2,33.8,Kharif,Rice,"6,7,8,9,10",24.6,46.6,21.14,10.4,Medium,39.9,2.24,3.09,0.32,3122.5,3.6,Sprinkler,4400.0,275.7,IR64,0.352
West Bengal,Siliguri,26.71,88.45,Sandy,7.65,227.2,28.1,212.5,1.01,1.22,16.2,33.8,Kharif,Rice,"6,7,8,9,10",24.6,46.6,21.14,10.4,Medium,39.9,2.24,3.09,0.32,3265.6,5.5,Drip,4400.0,81.9,Basmati 1121,0.352
West Bengal,Siliguri,26.71,88.45,Sandy,7.65,227.2,28.1,212.5,1.01,1.22,16.2,33.8,Kharif,Rice,"6,7,8,9,10",24.6,46.6,21.14,10.4,Medium,39.9,2.24,3.09,0.32,3508.6,4.6,Flood,4400.0,250.6,Swarna,0.352
West Bengal,Siliguri,26.71,88.45,Sandy,7.65,227.2,28.1,212.5,1.01,1.22,16.2,33.8,Kharif,Rice,"6,7,8,9,10",24.6,46.6,21.14,10.4,Medium,39.9,2.24,3.09,0.32,3237.9,5.2,Drip,4400.0,79.3,MTU1010,0.352
